_id,Category,Supporting Ministry,Community,Project,Status,Target Completion Date,Description,Result,Area,Region,Address,Postal Code,Highway / Transit Line,Estimated Total Budget ($),Municipal Funding,Provincial Funding,Federal Funding,Other Funding,Website,Latitude,Longitude
2795,Communities,Infrastructure,Welland,Edgar-Elgin Sewer Separation and Watermain Replacement Project,Complete,21-Dec,"Separation of the current combined sewer system into a new sanitary, and storm sewer system. ",Minimized risk of contamination,Niagara,Central,Edgar St / Elgin St,,,8000000,Yes,Yes,Yes,,,42.996912,-79.255361
2796,Communities,Infrastructure,Wellington North,Arthur Wastewater Treatment Plant Upgrade - Detailed Design,Complete,19-Sep,Prepare detailed engineering design of treatment plant upgrade at the Arthur wastewater treatment plant.,,Wellington,Southwest,160 Preston St S,N0G 1A0,,668204,Yes,Yes,Yes,,,43.888306,-80.487122
2797,Communities,Infrastructure,West Elgin,Rodney Sewage System Rehabilitation,Complete,18-Dec,"Replace the standby generator along with  its fuel supply, upgrade the supervisory control and data acquisition system, and replace the lagoon decant system. ",Extended life for the 40-year old Rodney sewage system.  ,Elgin,Southwest,,,,440141,Yes,Yes,Yes,,,42.565247,-81.669746
2798,Communities,Infrastructure,West Elgin,West Lorne Sewage System Upgrades,Complete,19-Dec,Replacement and rehabilitation of malfunctioning wastewater equipment. ,Minimized risk of contamination,Elgin,Southwest,25030 Thompson Line,N0L 2P0,,1901032,Yes,Yes,Yes,,,42.585895,-81.595373
2799,Communities,Infrastructure,West Elgin,Process Equipment Replacement and Upgrade at the Rodney Wastewater Treatment Plant,Planning,26-Mar,"The Project will upgrade the Rodney Wastewater Treatment Plant in the Municipality of West Elgin. The project will replace the secondary clarifier, modify or replace the aluminum sulfate storage tank, replace the surface aerators located in the primary aeration tank and replace the influent rotary bar screen.  The lagoon decant system (settling basin) will be upgraded with a decant wet well and a chopper pump, and sludge will be decanted and dredged from the equalization and sludge storage lagoons.","Improve the reliability and effectiveness of the wastewater treatment process, extending the facility's performance lifespan, and reducing future maintenance costs.",Elgin,Southwest,22413 Hoskins Line Line,N0L2C0,,0,Yes,Yes,Yes,,,42.565351,-81.669663
2800,Communities,Infrastructure,West Grey,Ultraviolet (UV) Disinfection,Complete,18-Jun,Replace the chlorine disinfection system  at Durham Wastewater Treatment Plant with an ultraviolet system.,Reduced chemical discharge to the Saugeen River and meet the provincial and federal requirements.,Grey,Southwest,455 Saddler Street West,N0G 1R0,,145656,Yes,Yes,Yes,,,44.17233,-80.825758
2801,Communities,Infrastructure,West Lincoln,Station Street Lateral Assessments and Pipe Rehabilitation,Complete,18-Jun,"Construct and install a structural liner, grouting, and miscellaneous service repair from Hornak Rd to Forest Ave.",,Niagara,Central,,,,75000,Yes,Yes,Yes,,,43.103204,-79.545053
2802,Communities,Infrastructure,West Lincoln,Replace and upgrade Thompson Road sanitary sewer ,Complete,17-Dec,Replace the Polyvinyl chloride pipe on Thompson Ro from manhole #200 to manhole #201.,Additional growth capacity in the industrial park.,Niagara,Central,,,,67500,Yes,Yes,Yes,,,43.103077,-79.538057
2803,Communities,Infrastructure,West Lincoln,Colver St. and Wade Rd. Lateral Assessments and Pipe Rehabilitation,Complete,18-Jun,"Construct and install a structural liner, grouting,  as well as  make miscellaneous service repairs on  Colver St. and Wade Rd. from Manhole 72 to 75 ( Canborough St.) to Manhole 75 to 76 (Wade Rd.)",,Niagara,Central,,,,139500,Yes,Yes,Yes,,,43.094575,-79.551297
2804,Communities,Infrastructure,West Nipissing,Michaud / Bourgault Streets Area Renewal,Complete,18-Jun,Separation of combined sewers along Michaud Street from John Street to Bourgault Street.,Minimized risk of contamination,Nipissing,Northeast,68 Michaud St,,,2000000,Yes,Yes,,,,46.3737,-79.921006
2805,Communities,Infrastructure,West Nipissing,Relocation of Shut-off Valve at Water Treatment Plant,Complete,17-May,Install a new shut-off valve to replace an old and badly corroded valve located in the Sturgeon Falls Water Plant.  ,,Nipissing,Northeast,11 Nipissing Street,P2B 1J4,,11250,Yes,Yes,Yes,,,46.374975,-79.925045
2806,Communities,Infrastructure,West Nipissing,Forcemain Upgrade at Holditch Street Extension,Complete,19-Oct,Replace a section of sanitary force main pipe with water main quality pipe. ,,Nipissing,Northeast,225 Holditch Street, P2B 2G,,225000,Yes,Yes,Yes,,,46.366407,-79.931251
2807,Communities,Infrastructure,West Nipissing,Extension of Water Services on Railway Street,Complete,18-Aug,Install 160 meters of watermain along Railway Street. ,"Increased reliability in delivering drinking water in the area, provide alternate means for isolating main breaks and increase the chlorine residual without having to flush.",Nipissing,Northeast,98 Railway Street, P2B 3A,,75000,Yes,Yes,Yes,,,46.364502,-79.926398
2808,Communities,Infrastructure,West Nipissing,Replacement of Main Street Watermains,Complete,19-Sep,Replace 100 meters of watermain along Main Street from Railway to Salter Street and to replace an old hydrant with a new hydrant with a storz steam port. ,,Nipissing,Northeast,264 Main Street,  P2B 3,,37500,Yes,Yes,Yes,,,46.36435,-79.928057
2809,Communities,Infrastructure,West Nipissing,Replacement and Extension of Ramsay Street Watermain,Complete,19-Oct,Install 70 meters of watermain along Ramsay Street. ,Increased flow velocity and proper supply of water to the local hydrant.,Nipissing,Northeast,21 Ramsay Street,P2B 3G7,,37500,Yes,Yes,Yes,,,46.364342,-79.936067
2810,Communities,Infrastructure,West Nipissing,Structural Upgrade of Sand Hill Area Water Services,Complete,19-Sep,"Replace the pipe along Laronde Road and across Sand Hill Road to connect to the watermain on Tamarack, and on Cache Bay Road.","Increased water flow and pressure, and reduced or eliminated dirty red water complaints.",Nipissing,Northeast,618 Sand Hill Road, P2B 2M,,187500,Yes,Yes,Yes,,,46.37603,-79.947135
2811,Communities,Infrastructure,West Nipissing,Upgrade of Brick Manholes in Sturgeon Falls,Complete,18-Oct,Upgrade 14 manholes and replace 11 hydrants.,,Nipissing,Northeast,321 Nipissing Street,P2B 3C6,,186562,Yes,Yes,Yes,,,46.361227,-79.925165
2812,Communities,Infrastructure,West Perth,Wastewater Plant Improvements,Complete,20-Mar,Complete the design and environmental assessment for the addition of a clarifier at the wastewater treatment plant to treat additional volumes and dealing with load capacities.,Prepared for the expansion of a poultry processing plant that creates jobs for the municipality.,Perth,Southwest,5949 Frank Street,N0K 1N0,,298281,Yes,Yes,Yes,,,43.457983,-81.199191
2813,Communities,Infrastructure,West Perth,Frances St Watermain Replacement,Complete,18-Mar,Replace the watermain on Frances St.  ,"Improved service to 1,400 students and 50 households.",Perth,Southwest,,,,271380,Yes,Yes,Yes,,,43.474189,-81.187683
2814,Communities,Infrastructure,Westport,Supervisory Control and Data Acquisition System at 37 Concession Street,Complete,17-Jul,Complete the designs for a supervisory control and data acquisition system.,,Leeds and Grenville,East,37 Concession St,K0G 1X0,,28128,Yes,Yes,Yes,,,44.67719,-76.400438
2815,Communities,Infrastructure,Westport,Supervisory Control and Data Acquisition System Upgrade  37 Concession Street,Complete,19-Dec,Upgrade the Water treatment plant supervisory control and data acquisition system and include  new programmable logic controller .,,Leeds and Grenville,East,38 Concession St,K0G 1X0,,46872,Yes,Yes,Yes,,,44.67719,-76.400438
2816,Communities,Infrastructure,Westport,Large sub-surface disposal system.,Complete,19-Aug,Construct a large sub-surface disposal system in  the Village of Westport. ,,Leeds and Grenville,East,9934 County Road 10,K0G 1X0,,2175000,Yes,Yes,Yes,,,44.670567,-76.40044
2817,Communities,Infrastructure,Westport,Westport Pumping Station Modernization,Planning,2024,"The Project is for the rehabilitation of a pumping station in Westport. It includes the installation of a new pump with a control system, replacement of a back-up generator, and installation of a grinder.",,Leeds and Grenville,East,30 Bedford St,K0G1X0,,0,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/1000459/canada-and-ontario-invest-over-29-million-in-19-green-infrastructure-projects,44.675583,-76.395258
2818,Communities,Infrastructure,Whitby,Stormwater Management Pond# PD33-03 Sediment Management,Complete,18-Oct,"Remove and dispose of 1,600 m3 of sediment from the stormwater pond, clean the outlets and restore the disturbed area.",Improved efficiency and improved quality of the runoff released to the creeks. ,Durham,Central, 20 Wythe Ct,,,202600,Yes,Yes,Yes,,,43.902743,-78.965047
2819,Communities,Infrastructure,Whitby,Study update of storm sewer outfalls for quality and erosion control enhancement.,Complete,19-Apr,Complete a review of 44 storm sewer outfalls and 41 existing storm water ponds to identify any locations where any additional quality and erosion control enhancement can be provided.  ,Improved quality of the water released from the outfalls to the creeks.,Durham,Central,575 Rossland Road East,L1N 2M8,,75000,Yes,Yes,Yes,,,43.898071,-78.947205
2820,Communities,Infrastructure,Whitby,Study update of existing stormwater management ponds for sediment removal.,Complete,19-Feb,Conduct an inventory of 18 storm water management ponds to quantify existing sediment volumes and identify short term and long term sediment removal requirements. ,"Based on this inventory, a  pond cleaning  program will be prepared and executed.",Durham,Central,575 Rossland Road East,L1N 2M8,,45000,Yes,Yes,Yes,,,43.898071,-78.947205
2821,Communities,Infrastructure,Whitby,Stormwater management pond # PD03-02 sediment management,Complete,19-May,"Remove and dispose of 2,600 m3 of sediment from the pond,  clean out the outlets and restore ation of the disturbed area.",Improved quality of the water released from the outfalls to the creeks.,Durham,Central, 400 Gordon St,L1N 5S9,,242550,Yes,Yes,Yes,,,43.850281,-78.940308
2822,Communities,Infrastructure,Whitby,Stormwater management pond # PD65-02 sediment management,Complete,18-Jul,"Remove and dispose of 530 m3 of sediment from the pond,  clean out the outlets and restore ation of the disturbed area.",Improved quality of the water released from the outfalls to the creeks.,Durham,Central, 6901 Ashburn Rd,L1M 1L6,,49200,Yes,Yes,Yes,,,43.975281,-78.983521
2823,Communities,Infrastructure,Whitby,Stormwater management pond # PD47-01 sediment management.,Complete,18-Aug,"Remove and dispose of 500 m3 of sediment from the pond,  clean out the outlets and restore ation of the disturbed area.",Improved quality of the water released from the outfalls to the creeks.,Durham,Central,24 Blossomview Ct,L1R 3G5,,43000,Yes,Yes,Yes,,,43.926331,-78.933228
2824,Communities,Infrastructure,Whitby,Stormwater management pond # PD48-01 sediment management.,Complete,19-May,"Remove and dispose of 1,500 m3 of sediment from the pond,  clean out the outlets and restore ation of the disturbed area.",Improved quality of the water released from the outfalls to the creeks.,Durham,Central, 750 Taunton Rd East,L1P 2A6,,141300,Yes,Yes,Yes,,,43.907288,-78.991577
2825,Communities,Infrastructure,Whitby,Stormwater management pond # PD02-01 sediment management.,Complete,19-May,"Remove and dispose of 2,800 m3 of sediment from the pond,  clean out the outlets and restore ation of the disturbed area.",Improved quality of the water released from the outfalls to the creeks.,Durham,Central,250 Whitby Shores Greenway,L1N 9N9,,264000,Yes,Yes,Yes,,,43.853271,-78.9552
2826,Communities,Infrastructure,Whitchurch-Stouffville,Replacement of Stouffer Street watermain and sanitary sewer,Complete,19-Jul,Replace or repair the deteriorated watermain and sanitary sewer system.,The infrastructure services approximately 52 households.,York,Central,307 Stouffer Street,L4A4Z1,,833721,Yes,Yes,Yes,,,43.976318,-79.235779
2827,Communities,Infrastructure,White River,Replacement of Waste Water Sewer Main Line,Complete,18-Jun,Replace the forcemain from the main sewage pumping station to the treatment lagoon.,Improved reliability of this aged and failing infrastructure.,Algoma,Northeast,Ontario Street,P0M 3G0,,247860,Yes,Yes,Yes,Yes,,48.589111,-85.281494
2828,Communities,Infrastructure,White River,White River Lagoon Update,Complete,19-Nov,Improvements to the municipal sewage lagoon. ,Improved wastewater treatment,Algoma,Northeast,102 Durham St,P0M 3G0,,1737450,Yes,Yes,,,,48.588876,-85.278937
2829,Communities,Infrastructure,Whitefish River First Nation,Upgrade Water Treatment Plant for Improved Water Treatability,Complete,18-Dec,"Upgrade or replace the raw and treated water analyzers, turbidity meters, programmable logic controller control panel and the supervisory control and data acquisition system. ",Improved water supply.,,Northeast,17 Bay of Islands Road,P0P 1A0,,65901,,Yes,Yes,Yes,,46.068211,-81.77769
2830,Communities,Infrastructure,Whitefish River First Nation,Asset Management  Program,Complete,18-Dec,Create an up to date asset management program.,Safe and reliable drinking water.,,Northeast,17 Bay of Islands Road,P0P 1A0,,4049,,Yes,Yes,Yes,,46.068211,-81.77769
2831,Communities,Infrastructure,Whitefish River First Nation,WRFN New Lagoon and Septic Bed Assessment/Replacement Program,Planning,25-Oct,"The Project will replace septic beds and a septic pit with a lagoon in the Whitefish River First Nation. The work will assess the condition and environmental impact of existing septic beds, replace approximately 15 failing septic beds, replace of a minimum 350 meters of ductile iron watermain, replace of 20 septic beds and 19 bed deficiencies, preliminary wastewater servicing analysis report and decommission the existing septic pit. In addition, up to 2,000 meters of iron ductile watermain will be inspected to determine if replacement is warranted in the future.",,,Northeast,17A Rainbow Ridge Road,P0P1A0,,0,Yes,Yes,Yes,,,46.066209,-81.77511
2832,Communities,Infrastructure,Whitesand First Nation,Watermain Extension,Complete,19-Sep,Connection of system to Township of Armstrong watermain,Improved quality drinking water and reliability of system,Thunder Bay,Northwest,Dougs Drive,P0T 1A0,,1220000,,Yes,Yes,Yes,,50.3114,-89.0433
2833,Communities,Infrastructure,Whitesand First Nation,Stormwater Management (SWM) Infrastructure Remediation,Planning,2023,"The Project will upgrade and rehabilitate storm water infrastructure in the Whitesand First Nation. The work involves: regrading lots to direct storm water away from homes; clearing, resizing and grading ditches and swales; clearing, clearing, resizing and/or relocating culverts; remediating septic fields and weeper drains; and directing sewer outlets away from residential areas.",,Thunder Bay,Northwest,4 A Doug's Drive,P0T1A0,,0,Yes,Yes,Yes,,,50.314,-89.049
2834,Communities,Infrastructure,Whitewater Region,Emergency diesel generator upgrade.,Complete,19-May,"Replace the undersized, aging stationary emergency diesel generator set with a new suitably sized diesel generator.",The Cobden water plant supplies potable water to roughly 980 users within the Village of Cobden.,Renfrew,East,28 Bonnechere Street,,,97500,Yes,Yes,Yes,,,45.627979,-76.877983
2835,Communities,Infrastructure,Wikwemikong First Nation,Designs for Upgrades ,Complete,20-Mar,"Design for a new rotating biological contactor, upgrade the existing lift station, a new vacuum assisted drying bed, a septage receiving facility and convert chlorination to ultraviolet disinfecting system.  ",Prevented untreated wastewater from entering the environment and negatively impacting surrounding communities.,,Northeast,40 Park Avenue,P0P 2J0,,246000,,Yes,Yes,Yes,,45.802135,-81.718433
2836,Communities,Infrastructure,Wikwemikong First Nation,Water Treatment Plant Optimization Study,Complete,20-Mar,Conduct a raw water sampling program extending over four seasons.,Improved water quality at the water treatment plant.,,Northeast,62 Beach Road,P0P 2J0,,37101,,Yes,Yes,Yes,,45.805899,-81.709428
2837,Communities,Infrastructure,Wikwemikong First Nation,Wastewater Treatment Plant Upgrades Phase 1 - RBC Replacement,Planning,2025,"This project will upgrade key components of the wastewater treatment facility in Wikwemikong.The work includes: removing the existing rotating biological contactors (RBCs); repair and modify the housing structure to accommodate the new units; and install new, factory assembled RBCs.",,,Northeast,19A Complex Drive,P0P2J0,,0,Yes,Yes,Yes,,,45.7975,-81.72861
2838,Communities,Infrastructure,Wilmot,Sanitary Collection Mains on the Wilmot Employment Lands.,Planning,2024,Construction a sanitary sewer infrastructure to service the Wilmot Employment Lands site located along the Highway 7/8 corridor. ,,Waterloo,Southwest,,,,67907,Yes,Yes,Yes,,,43.383835,-80.68933
2839,Communities,Infrastructure,Wilmot,Water Meter Reading Infrastructure,Complete,18-Mar,Install a new water meter reading system to allow for the remote reading of all water meters within the municipality.,,Waterloo,Southwest,,,,67500,Yes,Yes,Yes,,,43.404901,-80.634905
2840,Communities,Infrastructure,Wilmot,Construction of Watermain Underground at King Street,Complete,17-Nov,Install a watermain underground as part of the road reconstruction works along King Street (Webster to George). ,Improved firefighting capabilities and improved water quality.,Waterloo,Southwest,King St (Webster-George St),,,46379,Yes,Yes,Yes,,,43.384389,-80.711864
2841,Communities,Infrastructure,Wilmot,Storm Sewer on the Wilmot Employment Lands Site. ,Planning,2024,"Construct a storm water infrastructure to service the Wilmot Employment Lands site, located along the Highway 7/8 corridor. ",,Waterloo,Southwest,,,,638250,Yes,Yes,Yes,,,43.383835,-80.68933
2842,Communities,Infrastructure,Windsor,Pontiac Pumping Station Drainage Assessment,Complete,19-Sep,"Review the Pontiac pumping station drainage capacity, optimization and future needs",,Essex,Southwest,9410 Little River Road,N8S 2B6,,187500,Yes,Yes,Yes,,,42.327271,-82.932678
2843,Communities,Infrastructure,Windsor,St Paul Pumping Station Drainage Assessment,Complete,19-Sep,"Review the St Paul pumping station drainage capacity, optimization and future needs",,Essex,Southwest,7730 Riverside Drive East,N8S 1C9,,187500,Yes,Yes,Yes,,,42.338684,-82.94928
2844,Communities,Infrastructure,Windsor,Campbell/ University area Stormwater management study - Storm Water Master Plan,Complete,19-Jul,To prepare an environmental assessment and master plan for the Campbell/ University drainage area.,,Essex,Southwest,Campbell at Grove,N9B 2J5,,300000,Yes,Yes,Yes,,,42.299822,-83.051279
2845,Communities,Infrastructure,Windsor,Lou Romano Water Reclamation Plant Main Pumphouse Drywell Integrity and Reliability Improvements,Complete,20-Mar,Conduct various repairs and upgrades to the Lou Romano water reclamation plant main pump house. ,Improved reliability of the main pump house pumping capacity.,Essex,Southwest,4155 Ojibway Parkway,N9C 4C8,,262500,Yes,Yes,Yes,,,42.282715,-83.08728
2846,Communities,Infrastructure,Windsor,Installation of Odor Control System ,Complete,20-Mar,Install an odor control system to reduce corrosion of downstream collection system and reduce odor impacting neighboring properties.,Reduced odor issues for neighboring properties.,Essex,Southwest,5555 Maplewood Drive,N9C 0B8,,412500,Yes,Yes,Yes,,,42.262085,-83.069214
2847,Communities,Infrastructure,Windsor,Upgrades to the Lou Romano Water Reclamation Plant (LRWRP) Biological Aerated Filter Backwash Supply Tank Screens,Complete,20-Mar,Replace the current screening system to an automated self-cleaning one.,Improved filter performance and effluent quality.,Essex,Southwest,4155 Ojibway Parkway,N9C 4C8,,562500,Yes,Yes,Yes,,,42.282715,-83.08728
2848,Communities,Infrastructure,Windsor,Separation of existing combined sewers as well as watermain,Complete,19-May,Remove approximately 400 m of combined sewer replacing with varying diameters of storm  sewers as well as sanitary lines.  The road will be resurfaced once the work is completed.,Improved water service to 70 households.,Essex,Southwest,,,,1391100,Yes,Yes,Yes,Yes,,42.304649,-82.962951
2849,Communities,Infrastructure,Windsor,"Storm sewer, wastewater, watermain and road rehabilitation ",Complete,18-Oct,Replace approximately 885 m of vitrified clay and concrete pipe with new polyvinyl chloride pipe and reinforced concrete pipe.  The road will be resurfaced once the work is completed.,Improved water services to 47 households.,Essex,Southwest,,,,1548051,Yes,Yes,Yes,Yes,,42.326931,-82.955258
2850,Communities,Infrastructure,Windsor,"Storm sewer, wastewater, watermain and road rehabilitation",Complete,19-Mar,"Replace and increase the capacity on 228 m. of existing storm sewer with concrete pipes ON Mount Carmel Dr., Cabana Rd W to Lennon Court. ",Improved water service to 30 to 40 households.,Essex,Southwest,,,,2574000,Yes,Yes,Yes,Yes,,42.254153,-83.019234
2851,Communities,Infrastructure,Windsor,South National Storm and Waste Water Relining,Complete,19-Apr,Reline approximately 767 meters of sanitary and storm sewers.,Improved water service to 519 households.,Essex,Southwest,,,,562500,Yes,Yes,Yes,,,42.322851,-82.990671
2852,Communities,Infrastructure,Windsor,Relining of Storm and Sanitary Pipes,Complete,19-Apr,Reline 160 meters of storm and sanitary lines which run under a high school to ensure structural integrity. ,,Essex,Southwest,1905 Bernard Rd,N8W 0A8,,105000,Yes,Yes,Yes,,,42.309151,-82.973886
2853,Communities,Infrastructure,Windsor,Storm Sewer Extension,Complete,18-Dec,Extend the combined sewers to address the overflow onto streets during significant rain events.,Eliminate the overflow onto streets and property causing damage. This will benefit approximately 924 residents in the area.,Essex,Southwest,Crawford at College,N9A 5C9,,353688,Yes,Yes,Yes,,,42.306724,-83.044715
2854,Communities,Infrastructure,Windsor,Conduct a sewer condition data acquisition study,Complete,19-Apr,Inspect and assess 65% of the sewer network. ,Better asset management and identification of priorities for repairs.,Essex,Southwest,Walker at Grand Marais,N8W 3P9,,847500,Yes,Yes,Yes,,,42.290499,-82.986898
2855,Communities,Infrastructure,Windsor,Sandwich Teen Action Group Roof Revitalization,Complete,22-Mar,"STAG's objectives are to demonstrate optimization of assets by operating as a community hub, with partner programs, satellite service offices, community groups, and as a multipurpose facility offering sport, movies, and social, academic, and employment programs; meet the gap of services for marginalized youth and families in the west end; and, represent good value for cost by maximizing communities served with a multipurpose community hub design and serving diverse communities across Windsor.The facility east wing roof and recreation gym roof replacements are key milestones in the overall revitalization goals to the STAG facility. It is assumed that with roof repair, access to programs will increase. After the roof project, it is not only assumed the infrastructure quality, FCI value, and sustainability of the existing building will improve but also access to programs, program expansion, and positive outcomes for youth and the community will grow.The main populations served are marginalized youth and families living in the west end, most of which are Black or Middle Eastern, are living in low income, and many are newcomers to Canada. The community groups that access the space also are mostly Black or Middle Eastern. Program access that will directly be impacted by the project include the Black Youth Action Plan and On Track to Success. Mainly serving Sandwich Town, access for the 5735 residents of the neighbourhood will be impacted.",,Essex,Southwest,3735 King Street,N9C1P7,,0,Yes,Yes,Yes,Yes,https://www.news.ontario.ca/en/release/1000167/canada-and-ontario-invest-over-78000-for-improvements-to-a-youth-community-facility-in-windsor,42.289689,-83.078274
2856,Communities,Infrastructure,Woodstock,Norwich Flooding Remediation,Complete,18-Jul,Create a new storm sewer and stormwater pond., Prevent flooding to private residences and businesses.,Oxford,Southwest,860 James St.,N4S 1S1,,347501,Yes,Yes,Yes,,,43.12978,-80.737752
2857,Communities,Infrastructure,Woodstock,Bulk Item and Household Hazardous Waste Depot,Complete,18-Mar,Construction of a bulk item and household hazardous waste depot. ,Diverting recyclable waste,Oxford,Southwest,944 James St,N4S 1R8,,1333334,Yes,Yes,Yes,,,43.132764,-80.728354
2858,Communities,Infrastructure,Woodstock,Harvey Woods Lofts,Complete,17-Oct,Conversion of a former mill into affordable housing,Access to affordable housing,Oxford,Southwest,18 Vansittart Ave,N4S 6E1,,3858700,Yes,Yes,Yes,,,43.13096,-80.762013
2859,Communities,Infrastructure,Woolwich,Watermain Rehabilitation on Snyder Avenue North and William Street,Complete,17-Sep,"Replace, upgrade and complete separation of the combined sewer system on Snyder Avenue North and William Street.",Improved water and wastewater servicing for 33 properties.,Waterloo,Southwest,,,,685352,Yes,Yes,Yes,,,43.603019,-80.564632
2860,Communities,Infrastructure,Woolwich,Rehabilitation of the Weigel Stormwater Management Drain,Planning,26-Jul,The project will rehabilitate the Weigel drain in the Township of Woolwich. The work will involve replacing approximately 11 culverts along the Weigel drain which will include the reconstruction of the headwall and wingwalls for the inlet structure of the culvert located just south of Church Street West and west of Snyder Avenue South. Erosion protection will be installed in the section of the drain between Dunke Street and Maple Street and the flow restriction will be removed in the culvert just prior to the discharge at Canagagigue Creek. There will also be a clean-out of the on-line wet pond to design grades to eliminate deposited silt and sediment.,"The project will reduce the potential for flooding and extend the lifecycle, quality, and functioning of the drain to support improved stormwater management, offering better protection for residents in Woolwich.",Waterloo,Southwest,24 Church Street/Rue West/Ouest,N3B2Z6,,0,Yes,Yes,Yes,,,43.568342,-80.566428
2861,Communities,Infrastructure,York,Pilot Study for the Rehabilitation of the York-Durham Sewer,Complete,17-Apr,Evaluate the application of geopolymer mortar lining system on 210 meters of 2.462 m diameter sanitary sewer as an innovative and cost effective methodology to mitigate the current infiltration into the sewer and structurally rehabilitate the sewer.  ,,York,Central,Greensborough Community,,,1875000,Yes,Yes,Yes,,,43.893692,-79.259525
2862,Communities,Infrastructure,York,Rehabilitation of the York-Durham Sewer,Under construction,25-Sep,Apply a geopolymer mortar lining system on approximately 3 kilometers of sanitary sewer to mitigate the current infiltration into the sewer and structurally rehabilitate the sewer.,,York,Central,Greensborough Community,,,18218250,Yes,Yes,Yes,,,43.893692,-79.259525
2863,Communities,Infrastructure,York,Duffin Creek Wastewater Plant Field Testing for Phosphorus Removal,Complete,19-Mar,Test to determine the Duffin Creek water pollution control plant to determine the plant’s capability to reliably achieve an effluent soluble reactive phosphorus (SRP) concentration of 0.1 mg/L and 0.05 mg/L.,,York,Central,"901 McKay Rd, L1W 3A3 ",L1W 3A3,,2263011,Yes,Yes,Yes,,,43.820313,-79.05719
2864,Communities,Infrastructure,York,Emergency Bank Stabilization Works at German Mills Creek,Complete,18-Mar,Construction of a 40-metre vegetated rock buttress  to protect and rehabilitate an exposed sanitary manhole.,,York,Central,German Mills,,,281250,Yes,Yes,Yes,,,43.819859,-79.373908
2865,Communities,Infrastructure,York,Natural Channel Rehabilitation of Patterson Creek,Complete,20-Mar,"Construction of 30 meters of new riffles, a minor channel realignment, 60 metres of vegetated rock revetment for bank stabilization, and 25 metres of woody habitat bank protection.",,York,Central,,,,637500,Yes,Yes,Yes,,,43.843859,-79.450646
2866,Communities,Infrastructure,York,German Mills Creek  Bank Stabilization and Sanitary Infrastructure Protection ,Complete,19-Jun,Conduct an environmental assessment for 4 sanitary protection sites in the John Street and Don Mills Road area.,,York,Central,German Mills,,,337500,Yes,Yes,Yes,,,43.814807,-79.373467
2867,Communities,Infrastructure,York,West Don River  Bank Stabilization and Sanitary Infrastructure Protection Project,Complete,18-Dec,Protect 60 meters of linear infrastructure underneath the West Don River.,,York,Central,Concord,,,292500,Yes,Yes,Yes,,,43.814979,-79.490536
2868,Communities,Infrastructure,York,Sanitary Infrastructure Protection and Stream Rehabilitation of East Don River,Complete,20-Sep,Conduct an assessment and develop detailed designs to build protections for 25 metres of linear sanitary infrastructure near Avenue Road and Castle Rock Drive in the Town of Richmond Hill.,,York,Central,,,,281250,Yes,Yes,Yes,,,43.854574,-79.447585
2869,Communities,Infrastructure,York,Sanitary Infrastructure Protection and Stream Rehabilitation of East Don River ,Complete,20-Sep,Conduct an assessment and develop detailed designs to build protections for 35 metres of linear sanitary infrastructure near Weldrick Road West and Kersey Crescent in the Town of Richmond Hill.,,York,Central,,,,337500,Yes,Yes,Yes,,,43.858816,-79.44683
2870,Communities,Infrastructure,York,East Don River near May Avenue Bank Stabilization and Sanitary Infrastructure Protection Study,Complete,19-Jun,Conduct an assessment and develop detailed designs to build protections for sanitary infrastructure near May Avenue and Kersey Crescent in the Town of Richmond Hill.,,York,Central,May Av and Kersey Cres,L4C 5X4,,75000,Yes,Yes,Yes,,,43.862277,-79.445092
2871,Communities,Infrastructure,York,Sanitary Infrastructure Protection and Stream Rehabilitation ,Complete,19-Jun,Conduct an assessment and develop detailed designs to build protections for 35 metres of linear sanitary infrastructure near  Royal Orchard Park north of Royal Orchard Boulevard at Bay Thorn Drive in the City of Markham.,,York,Central,Langstaff,,,75000,Yes,Yes,Yes,,,43.824824,-79.415082
2872,Communities,Infrastructure,York,Sanitary Infrastructure Protection and Channel Stabilization ,Complete,18-Dec,Conduct an assessment and develop detailed designs to build protections for 65 metres of linear sanitary infrastructure near  Royal Orchard Park north of Royal Orchard Boulevard at Bay Thorn Drive in the City of Markham.,,York,Central,Royal Orchard Park south of Royal Orchard Boulevard at Bay Thorn Drive in the City of Markham.,,,75000,Yes,Yes,Yes,,,43.823209,-79.411528
2873,Communities,Infrastructure,York,East Don River Sanitary Infrastructure Protection and Channel Stabilization ,Complete,18-Jun,Conduct an assessment and develop detailed designs to build protections for 20 metres of linear sanitary infrastructure   beneath the East Don River near Bayview Avenue and Steeles Avenue East in the City of Markham. ,,York,Central,Bayview Ave / Steeles Ave,,,56250,Yes,Yes,Yes,,,43.804033,-79.396669
2874,Communities,Infrastructure,York,West Don River Sanitary Infrastructure Protection and Bank Protection,Complete,18-Jun,"Conduct an assessment and develop detailed designs to build protections for 45 metres of linear sanitary infrastructure underneath the West Don River between Highway 7 and Highway 407 ETR, south of Centre Street, in the City of Vaughan.",,York,Central,Concord,,,56250,Yes,Yes,Yes,,,43.803316,-79.482836
